competition_ID,season,name,category,country,start_date,end_date,weapon,gender,timezone,url,unique_ID,missing_results_flag
328,2007,Championnats du Monde Vétérans,Veterans,AUSTRALIA,2007-09-14,2007-09-16,Foil,Mens,Australia/Sydney,https://fie.org/competitions/2007/328,2007-328,no pools data
55,2006,Wappen von Mödling,Junior,AUSTRIA,2006-02-11,2006-02-11,Foil,Mens,Europe/Vienna,https://fie.org/competitions/2006/55,2006-55,no pools data
49,2020,Coupe du Monde,Junior,SPAIN,2020-02-15,2020-02-15,Foil,Mens,Europe/Madrid,https://fie.org/competitions/2020/49,2020-49,
226,2009,Champ du monde juniors-cadets,Junior,GREAT BRITAIN,2009-04-10,2009-04-10,Foil,Mens,Europe/London,https://fie.org/competitions/2009/226,2009-226,no pools data
138,2004,2004 SK Trophée Séoul,Senior,KOREA,2004-02-28,2004-02-29,Foil,Mens,Asia/Seoul,https://fie.org/competitions/2004/138,2004-138,no pools data
45,2003,Memorial de Martinengo,Junior,SLOVAKIA,2002-10-19,2002-10-19,Foil,Mens,Europe/Bratislava,https://fie.org/competitions/2003/45,2003-45,no pools data
798,2016,Championnats Panaméricains,Senior,PANAMA,2016-06-21,2016-06-21,Foil,Mens,America/Panama,https://fie.org/competitions/2016/798,2016-798,
48,2005,Comunidad de Madrid,Junior,SPAIN,2004-11-20,2004-11-20,Foil,Mens,Europe/Madrid,https://fie.org/competitions/2005/48,2005-48,no pools data
587,2017,Championnats d'Afrique,Senior,EGYPT,2017-06-08,2017-06-08,Foil,Mens,Africa/Cairo,https://fie.org/competitions/2017/587,2017-587,
1124,2013,Championnats asiatiques juniors,Junior,THAILAND,2013-03-09,2013-03-09,Foil,Mens,Asia/Bangkok,https://fie.org/competitions/2013/1124,2013-1124,no pools data
352,2017,Championnats d’Europe juniors,Junior,BULGARIA,2017-03-05,2017-03-05,Foil,Mens,Europe/Sofia,https://fie.org/competitions/2017/352,2017-352,
244,2014,Championnats du Monde,Senior,RUSSIA,2014-07-16,2014-07-19,Foil,Mens,Europe/Moscow,https://fie.org/competitions/2014/244,2014-244,no pools data
59,2013,Coupe du Monde,Junior,SPAIN,2013-02-02,2013-02-02,Foil,Mens,Europe/Madrid,https://fie.org/competitions/2013/59,2013-59,no pools data
59,2015,Challenge Licciardi,Junior,FRANCE,2015-01-31,2015-01-31,Foil,Mens,Europe/Stockholm,https://fie.org/competitions/2015/59,2015-59,
54,2019,Coupe du Monde,Junior,POLAND,2019-02-02,2019-02-02,Foil,Mens,Europe/Warsaw,https://fie.org/competitions/2019/54,2019-54,
226,1980,Championnats du Monde,Junior,ITALY,1980-04-03,1980-04-07,Foil,Mens,Europe/Rome,https://fie.org/competitions/1980/226,1980-226,no pools data
1068,2021,Championnats de qualification Asie-Océanie,Senior,UZBEKISTAN,2021-04-26,2021-04-26,Foil,Mens,Asia/Tashkent,https://fie.org/competitions/2021/1068,2021-1068,
772,2009,Championnats asiatiques juniors,Junior,SINGAPORE,2009-07-16,2009-07-21,Foil,Mens,Asia/Singapore,https://fie.org/competitions/2009/772,2009-772,no pools data
403,2005,Championnats Asiatiques,Senior,MALAYSIA,2005-07-27,2005-07-27,Foil,Mens,Asia/Kuala_Lumpur,https://fie.org/competitions/2005/403,2005-403,no pools data
47,2003,Challenge J.-B. Coulon,Junior,LUXEMBOURG,2002-11-09,2002-11-09,Foil,Mens,Europe/Luxembourg,https://fie.org/competitions/2003/47,2003-47,no pools data
