id,name,country_code,country,hand,age,url,date_accessed
30988,CANCHEZ SIFUENTES Federico,PER,PERU,Left,25,https://fie.org/athletes/30988,2021-05-12 21:29:50
31003,BIRCH Jai,GBR,GREAT BRITAIN,Right,25,https://fie.org/athletes/31003,2021-05-12 21:29:57
6430,PETROV Maxim,UKR,UKRAINE,Right,40,https://fie.org/athletes/6430,2021-05-12 21:30:00
31009,MEYBERG Juan Felipe,COL,COLOMBIA,Right,26,https://fie.org/athletes/31009,2021-05-12 21:30:02
31015,BOTERO Ernesto,COL,COLOMBIA,Right,24,https://fie.org/athletes/31015,2021-05-12 21:30:05
14641,TROIANO John,GBR,GREAT BRITAIN,Right,62,https://fie.org/athletes/14641,2021-05-12 21:30:08
39219,NITTA Hiroto,JPN,JAPAN,Right,26,https://fie.org/athletes/39219,2021-05-12 21:30:10
31029,BRICENO Janderson,VEN,VENEZUELA,Right,26,https://fie.org/athletes/31029,2021-05-12 21:30:13
39221,BAR ZIV Itay,ISR,ISRAEL,Left,22,https://fie.org/athletes/39221,2021-05-12 21:30:15
22839,QUEVEDO David,COL,COLOMBIA,Right,29,https://fie.org/athletes/22839,2021-05-12 21:30:18
39225,TAN Darren Jun Hao,SGP,SINGAPORE,Right,21,https://fie.org/athletes/39225,2021-05-12 21:30:20
31038,KOSSACHYOV Dmitriy,KAZ,KAZAKHSTAN,Left,23,https://fie.org/athletes/31038,2021-05-12 21:30:23
31040,KALIYEV Tamirlan,KAZ,KAZAKHSTAN,Right,24,https://fie.org/athletes/31040,2021-05-12 21:30:26
47428,GHULOUM Abdullah,KUW,KUWAIT,Left,22,https://fie.org/athletes/47428,2021-05-12 21:30:29
39236,GOU Mcconnell,USA,USA,Left,21,https://fie.org/athletes/39236,2021-05-12 21:30:32
39238,RANADIVE Rhishikesh,USA,USA,Right,21,https://fie.org/athletes/39238,2021-05-12 21:30:34
39241,NEBASHI Takumi,JPN,JAPAN,Left,25,https://fie.org/athletes/39241,2021-05-12 21:30:37
39242,TANAKA Kent,JPN,JAPAN,Right,25,https://fie.org/athletes/39242,2021-05-12 21:30:40
39243,MICHIWAKI Keita,JPN,JAPAN,Right,25,https://fie.org/athletes/39243,2021-05-12 21:30:43
47436,SUDDERICK Felix,GBR,GREAT BRITAIN,Right,22,https://fie.org/athletes/47436,2021-05-12 21:30:45
31058,DOUGLAS Sholto,AUS,AUSTRALIA,Left,25,https://fie.org/athletes/31058,2021-05-12 21:30:48
31059,BAKO Tamas,HUN,HUNGARY,Right,25,https://fie.org/athletes/31059,2021-05-12 21:30:51
47447,ALBEANU Justin,ROU,ROMANIA,Right,18,https://fie.org/athletes/47447,2021-05-12 21:30:54
47448,ALBEANU Gabriel,ROU,ROMANIA,Right,20,https://fie.org/athletes/47448,2021-05-12 21:30:56
47449,MOCANU Radu,ROU,ROMANIA,Right,18,https://fie.org/athletes/47449,2021-05-12 21:30:59
47454,ZHANG Xiang,CHN,CHINA,Right,21,https://fie.org/athletes/47454,2021-05-12 21:31:02
47456,ZHAO Guolin,CHN,CHINA,Left,23,https://fie.org/athletes/47456,2021-05-12 21:31:05
47457,XUE Xiaolong,CHN,CHINA,Left,20,https://fie.org/athletes/47457,2021-05-12 21:31:08
31074,KHAZBAK Hazem,EGY,EGYPT,Right,25,https://fie.org/athletes/31074,2021-05-12 21:31:11
47459,HAN Yiming,CHN,CHINA,Right,19,https://fie.org/athletes/47459,2021-05-12 21:31:13
47458,HUANG Ruitang,CHN,CHINA,Right,25,https://fie.org/athletes/47458,2021-05-12 21:31:16
39270,KUME Haruki,JPN,JAPAN,Right,23,https://fie.org/athletes/39270,2021-05-12 21:31:18
47464,LAM Sio San,MAC,"MACAO, CHINA",Right,31,https://fie.org/athletes/47464,2021-05-12 21:31:21
47465,HOI Chon Hei,MAC,"MACAO, CHINA",Right,16,https://fie.org/athletes/47465,2021-05-12 21:31:24
14698,ROSOWSKY Husayn,GBR,GREAT BRITAIN,Right,30,https://fie.org/athletes/14698,2021-05-12 21:31:27
31084,PARK Junyoung,KOR,KOREA,Left,27,https://fie.org/athletes/31084,2021-05-12 21:31:29
31085,CHEN Yu,CHN,CHINA,Right,26,https://fie.org/athletes/31085,2021-05-12 21:31:32
47468,HOPKINS Frederick,NZL,NEW ZEALAND,Right,19,https://fie.org/athletes/47468,2021-05-12 21:31:35
47477,RUSZKAI Frank,DEN,DENMARK,Right,58,https://fie.org/athletes/47477,2021-05-12 21:31:37
14714,JORGENSEN Patrick,DEN,DENMARK,Right,29,https://fie.org/athletes/14714,2021-05-12 21:31:40
39290,HUN Jean Luc Cheng Kang,SGP,SINGAPORE,Right,22,https://fie.org/athletes/39290,2021-05-12 21:31:48
31101,SEO Myeong Cheol,KOR,KOREA,Right,24,https://fie.org/athletes/31101,2021-05-12 21:31:51
39305,FONTAINE Yves,AUS,AUSTRALIA,Right,20,https://fie.org/athletes/39305,2021-05-12 21:31:53
31116,PROKHARAU Pavel,BLR,BELARUS,Right,26,https://fie.org/athletes/31116,2021-05-12 21:31:56
31117,LAHUNOU Uladzislau,BLR,BELARUS,Left,24,https://fie.org/athletes/31117,2021-05-12 21:31:59
